2023-07-05 17:53:47,232 INFO    StreamThr :56755 [internal.py:wandb_internal():86] W&B internal server running at pid: 56755, started at: 2023-07-05 17:53:47.232123
2023-07-05 17:53:47,234 DEBUG   HandlerThread:56755 [handler.py:handle_request():144] handle_request: status
2023-07-05 17:53:47,235 INFO    WriterThread:56755 [datastore.py:open_for_write():85] open: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/run-cqbzdcaq.wandb
2023-07-05 17:53:47,236 DEBUG   SenderThread:56755 [sender.py:send():369] send: header
2023-07-05 17:53:47,237 DEBUG   SenderThread:56755 [sender.py:send():369] send: run
2023-07-05 17:53:47,630 INFO    SenderThread:56755 [dir_watcher.py:__init__():211] watching files in: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files
2023-07-05 17:53:47,631 INFO    SenderThread:56755 [sender.py:_start_run_threads():1100] run started: cqbzdcaq with start time 1688579627.232102
2023-07-05 17:53:47,631 DEBUG   SenderThread:56755 [sender.py:send_request():396] send_request: summary_record
2023-07-05 17:53:47,631 INFO    SenderThread:56755 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-05 17:53:47,636 DEBUG   HandlerThread:56755 [handler.py:handle_request():144] handle_request: check_version
2023-07-05 17:53:47,636 DEBUG   SenderThread:56755 [sender.py:send_request():396] send_request: check_version
2023-07-05 17:53:47,752 DEBUG   HandlerThread:56755 [handler.py:handle_request():144] handle_request: run_start
2023-07-05 17:53:47,760 ERROR   HandlerThread:56755 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2023-07-05 17:53:47,760 DEBUG   HandlerThread:56755 [system_info.py:__init__():31] System info init
2023-07-05 17:53:47,760 DEBUG   HandlerThread:56755 [system_info.py:__init__():46] System info init done
2023-07-05 17:53:47,760 INFO    HandlerThread:56755 [system_monitor.py:start():181] Starting system monitor
2023-07-05 17:53:47,760 INFO    SystemMonitor:56755 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-05 17:53:47,760 INFO    HandlerThread:56755 [system_monitor.py:probe():201] Collecting system info
2023-07-05 17:53:47,761 INFO    SystemMonitor:56755 [interfaces.py:start():190] Started cpu monitoring
2023-07-05 17:53:47,761 INFO    SystemMonitor:56755 [interfaces.py:start():190] Started disk monitoring
2023-07-05 17:53:47,762 INFO    SystemMonitor:56755 [interfaces.py:start():190] Started memory monitoring
2023-07-05 17:53:47,763 INFO    SystemMonitor:56755 [interfaces.py:start():190] Started network monitoring
2023-07-05 17:53:47,766 DEBUG   HandlerThread:56755 [system_info.py:probe():195] Probing system
2023-07-05 17:53:47,767 DEBUG   HandlerThread:56755 [system_info.py:_probe_git():180] Probing git
2023-07-05 17:53:47,772 DEBUG   HandlerThread:56755 [system_info.py:_probe_git():188] Probing git done
2023-07-05 17:53:47,772 DEBUG   HandlerThread:56755 [system_info.py:probe():240] Probing system done
2023-07-05 17:53:47,772 DEBUG   HandlerThread:56755 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-75-generic-x86_64-with-glibc2.35', 'python': '3.10.6', 'heartbeatAt': '2023-07-05T17:53:47.766126', 'startedAt': '2023-07-05T17:53:47.227047', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/root/DNNM/mach5 baseline/infer.py', 'codePath': 'mach5 baseline/infer.py', 'git': {'remote': 'git@github.com:SpencerFonbuena/DNNM.git', 'commit': '21c242564d6e6769f861c95ac2b55bf2bfbcbf10'}, 'email': None, 'root': '/root/DNNM', 'host': 'vultr', 'username': 'root', 'executable': '/root/ml/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2992.9680000000003, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1312.5102462768555, 'used': 29.897781372070312}, 'memory': {'total': 117.91753768920898}}
2023-07-05 17:53:47,772 INFO    HandlerThread:56755 [system_monitor.py:probe():211] Finished collecting system info
2023-07-05 17:53:47,772 INFO    HandlerThread:56755 [system_monitor.py:probe():214] Publishing system info
2023-07-05 17:53:47,772 DEBUG   HandlerThread:56755 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-05 17:53:47,772 DEBUG   HandlerThread:56755 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-05 17:53:47,773 INFO    HandlerThread:56755 [system_monitor.py:probe():216] Finished publishing system info
2023-07-05 17:53:47,776 DEBUG   SenderThread:56755 [sender.py:send():369] send: files
2023-07-05 17:53:47,777 INFO    SenderThread:56755 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-05 17:53:47,780 DEBUG   HandlerThread:56755 [handler.py:handle_request():144] handle_request: stop_status
2023-07-05 17:53:47,780 DEBUG   SenderThread:56755 [sender.py:send_request():396] send_request: stop_status
2023-07-05 17:53:47,981 DEBUG   SenderThread:56755 [sender.py:send():369] send: telemetry
2023-07-05 17:53:48,269 INFO    wandb-upload_0:56755 [upload_job.py:push():133] Uploaded file /tmp/tmpd3bgqdgdwandb/y4gi17yl-wandb-metadata.json
2023-07-05 17:53:48,632 INFO    Thread-12 :56755 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files/requirements.txt
2023-07-05 17:53:48,632 INFO    Thread-12 :56755 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files/wandb-summary.json
2023-07-05 17:53:48,632 INFO    Thread-12 :56755 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files/wandb-metadata.json
2023-07-05 17:53:49,631 INFO    Thread-12 :56755 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files/output.log
2023-07-05 17:53:51,632 INFO    Thread-12 :56755 [dir_watcher.py:_on_file_modified():289] file/dir modified: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files/output.log
2023-07-05 17:53:52,476 DEBUG   HandlerThread:56755 [handler.py:handle_request():144] handle_request: status_report
2023-07-05 17:53:53,632 INFO    Thread-12 :56755 [dir_watcher.py:_on_file_modified():289] file/dir modified: /root/DNNM/mach5 baseline/wandb/run-20230705_175347-cqbzdcaq/files/output.log
2023-07-05 17:53:54,075 DEBUG   SenderThread:56755 [sender.py:send():369] send: files
2023-07-05 17:53:54,075 DEBUG   HandlerThread:56755 [handler.py:handle_request():144] handle_request: partial_history
