2023-07-05 17:55:42,317 INFO    StreamThr :56916 [internal.py:wandb_internal():86] W&B internal server running at pid: 56916, started at: 2023-07-05 17:55:42.317293
2023-07-05 17:55:42,318 DEBUG   HandlerThread:56916 [handler.py:handle_request():144] handle_request: status
2023-07-05 17:55:42,320 INFO    WriterThread:56916 [datastore.py:open_for_write():85] open: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/run-dtyeyqui.wandb
2023-07-05 17:55:42,320 DEBUG   SenderThread:56916 [sender.py:send():369] send: header
2023-07-05 17:55:42,322 DEBUG   SenderThread:56916 [sender.py:send():369] send: run
2023-07-05 17:55:42,769 INFO    SenderThread:56916 [dir_watcher.py:__init__():211] watching files in: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files
2023-07-05 17:55:42,769 INFO    SenderThread:56916 [sender.py:_start_run_threads():1100] run started: dtyeyqui with start time 1688579742.317097
2023-07-05 17:55:42,769 DEBUG   SenderThread:56916 [sender.py:send_request():396] send_request: summary_record
2023-07-05 17:55:42,769 INFO    SenderThread:56916 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-05 17:55:42,772 DEBUG   HandlerThread:56916 [handler.py:handle_request():144] handle_request: check_version
2023-07-05 17:55:42,772 DEBUG   SenderThread:56916 [sender.py:send_request():396] send_request: check_version
2023-07-05 17:55:42,886 DEBUG   HandlerThread:56916 [handler.py:handle_request():144] handle_request: run_start
2023-07-05 17:55:42,894 ERROR   HandlerThread:56916 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2023-07-05 17:55:42,894 DEBUG   HandlerThread:56916 [system_info.py:__init__():31] System info init
2023-07-05 17:55:42,894 DEBUG   HandlerThread:56916 [system_info.py:__init__():46] System info init done
2023-07-05 17:55:42,894 INFO    HandlerThread:56916 [system_monitor.py:start():181] Starting system monitor
2023-07-05 17:55:42,895 INFO    SystemMonitor:56916 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-05 17:55:42,895 INFO    HandlerThread:56916 [system_monitor.py:probe():201] Collecting system info
2023-07-05 17:55:42,895 INFO    SystemMonitor:56916 [interfaces.py:start():190] Started cpu monitoring
2023-07-05 17:55:42,895 INFO    SystemMonitor:56916 [interfaces.py:start():190] Started disk monitoring
2023-07-05 17:55:42,896 INFO    SystemMonitor:56916 [interfaces.py:start():190] Started memory monitoring
2023-07-05 17:55:42,897 INFO    SystemMonitor:56916 [interfaces.py:start():190] Started network monitoring
2023-07-05 17:55:42,899 DEBUG   HandlerThread:56916 [system_info.py:probe():195] Probing system
2023-07-05 17:55:42,901 DEBUG   HandlerThread:56916 [system_info.py:_probe_git():180] Probing git
2023-07-05 17:55:42,905 DEBUG   HandlerThread:56916 [system_info.py:_probe_git():188] Probing git done
2023-07-05 17:55:42,905 DEBUG   HandlerThread:56916 [system_info.py:probe():240] Probing system done
2023-07-05 17:55:42,905 DEBUG   HandlerThread:56916 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-75-generic-x86_64-with-glibc2.35', 'python': '3.10.6', 'heartbeatAt': '2023-07-05T17:55:42.900040', 'startedAt': '2023-07-05T17:55:42.312750', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/root/DNNM/mach5 baseline/infer.py', 'codePath': 'mach5 baseline/infer.py', 'git': {'remote': 'git@github.com:SpencerFonbuena/DNNM.git', 'commit': '56804a6912c88ac5b5b0c8fdfb2c64365c571b27'}, 'email': None, 'root': '/root/DNNM', 'host': 'vultr', 'username': 'root', 'executable': '/root/ml/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2992.9680000000003, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}, {'current': 2992.968, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1312.5102462768555, 'used': 29.897945404052734}, 'memory': {'total': 117.91753768920898}}
2023-07-05 17:55:42,905 INFO    HandlerThread:56916 [system_monitor.py:probe():211] Finished collecting system info
2023-07-05 17:55:42,905 INFO    HandlerThread:56916 [system_monitor.py:probe():214] Publishing system info
2023-07-05 17:55:42,905 DEBUG   HandlerThread:56916 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-05 17:55:42,906 DEBUG   HandlerThread:56916 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-05 17:55:42,906 INFO    HandlerThread:56916 [system_monitor.py:probe():216] Finished publishing system info
2023-07-05 17:55:42,909 DEBUG   SenderThread:56916 [sender.py:send():369] send: files
2023-07-05 17:55:42,909 INFO    SenderThread:56916 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-05 17:55:42,913 DEBUG   HandlerThread:56916 [handler.py:handle_request():144] handle_request: stop_status
2023-07-05 17:55:42,913 DEBUG   SenderThread:56916 [sender.py:send_request():396] send_request: stop_status
2023-07-05 17:55:43,121 DEBUG   SenderThread:56916 [sender.py:send():369] send: telemetry
2023-07-05 17:55:43,419 INFO    wandb-upload_0:56916 [upload_job.py:push():133] Uploaded file /tmp/tmphnhcf0_pwandb/84xxqju3-wandb-metadata.json
2023-07-05 17:55:43,770 INFO    Thread-12 :56916 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files/wandb-summary.json
2023-07-05 17:55:43,771 INFO    Thread-12 :56916 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files/wandb-metadata.json
2023-07-05 17:55:43,771 INFO    Thread-12 :56916 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files/requirements.txt
2023-07-05 17:55:44,770 INFO    Thread-12 :56916 [dir_watcher.py:_on_file_created():272] file/dir created: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files/output.log
2023-07-05 17:55:46,771 INFO    Thread-12 :56916 [dir_watcher.py:_on_file_modified():289] file/dir modified: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files/output.log
2023-07-05 17:55:47,479 DEBUG   HandlerThread:56916 [handler.py:handle_request():144] handle_request: status_report
2023-07-05 17:55:48,771 INFO    Thread-12 :56916 [dir_watcher.py:_on_file_modified():289] file/dir modified: /root/DNNM/mach5 baseline/wandb/run-20230705_175542-dtyeyqui/files/output.log
2023-07-05 17:55:49,214 DEBUG   SenderThread:56916 [sender.py:send():369] send: files
2023-07-05 17:55:49,215 DEBUG   HandlerThread:56916 [handler.py:handle_request():144] handle_request: partial_history
2023-07-05 17:55:49,215 INFO    SenderThread:56916 [sender.py:_save_file():1354] saving file media/images/test plot_0_b88dbeefc6637069644c.png with policy now
2023-07-05 17:55:49,216 DEBUG   SenderThread:56916 [sender.py:send():369] send: history
2023-07-05 17:55:49,216 DEBUG   SenderThread:56916 [sender.py:send_request():396] send_request: summary_record
