2023-07-05 16:48:45,758 INFO    StreamThr :55672 [internal.py:wandb_internal():86] W&B internal server running at pid: 55672, started at: 2023-07-05 16:48:45.757671
2023-07-05 16:48:45,759 DEBUG   HandlerThread:55672 [handler.py:handle_request():144] handle_request: status
2023-07-05 16:48:45,761 INFO    WriterThread:55672 [datastore.py:open_for_write():85] open: /root/DNNM/mach5 baseline/wandb/run-20230705_164845-7w1r1675/run-7w1r1675.wandb
2023-07-05 16:48:45,761 DEBUG   SenderThread:55672 [sender.py:send():369] send: header
2023-07-05 16:48:45,762 DEBUG   SenderThread:55672 [sender.py:send():369] send: run
2023-07-05 16:48:46,227 INFO    SenderThread:55672 [dir_watcher.py:__init__():211] watching files in: /root/DNNM/mach5 baseline/wandb/run-20230705_164845-7w1r1675/files
2023-07-05 16:48:46,228 INFO    SenderThread:55672 [sender.py:_start_run_threads():1100] run started: 7w1r1675 with start time 1688575725.757442
2023-07-05 16:48:46,228 DEBUG   SenderThread:55672 [sender.py:send_request():396] send_request: summary_record
2023-07-05 16:48:46,228 INFO    SenderThread:55672 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-05 16:48:46,231 DEBUG   HandlerThread:55672 [handler.py:handle_request():144] handle_request: check_version
2023-07-05 16:48:46,231 DEBUG   SenderThread:55672 [sender.py:send_request():396] send_request: check_version
2023-07-05 16:48:46,331 DEBUG   HandlerThread:55672 [handler.py:handle_request():144] handle_request: run_start
2023-07-05 16:48:46,342 ERROR   HandlerThread:55672 [gpu.py:is_available():381] Error initializing NVML: RM has detected an NVML/RM version mismatch.
2023-07-05 16:48:46,342 DEBUG   HandlerThread:55672 [system_info.py:__init__():31] System info init
2023-07-05 16:48:46,342 DEBUG   HandlerThread:55672 [system_info.py:__init__():46] System info init done
2023-07-05 16:48:46,343 INFO    HandlerThread:55672 [system_monitor.py:start():181] Starting system monitor
2023-07-05 16:48:46,343 INFO    SystemMonitor:55672 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-05 16:48:46,343 INFO    HandlerThread:55672 [system_monitor.py:probe():201] Collecting system info
2023-07-05 16:48:46,343 INFO    SystemMonitor:55672 [interfaces.py:start():190] Started cpu monitoring
2023-07-05 16:48:46,344 INFO    SystemMonitor:55672 [interfaces.py:start():190] Started disk monitoring
2023-07-05 16:48:46,344 INFO    SystemMonitor:55672 [interfaces.py:start():190] Started memory monitoring
2023-07-05 16:48:46,346 INFO    SystemMonitor:55672 [interfaces.py:start():190] Started network monitoring
2023-07-05 16:48:46,348 DEBUG   HandlerThread:55672 [system_info.py:probe():195] Probing system
2023-07-05 16:48:46,349 DEBUG   HandlerThread:55672 [system_info.py:_probe_git():180] Probing git
2023-07-05 16:48:46,353 DEBUG   HandlerThread:55672 [system_info.py:_probe_git():188] Probing git done
2023-07-05 16:48:46,353 DEBUG   HandlerThread:55672 [system_info.py:probe():240] Probing system done
